workers_1,workers_2,workers_3,workers_4
0.030331244698677897,0.019096137675253443,0.02548073510269707,0.021542126035666756
0.030331244698677897,0.019096137675253443,0.02548073510269707,0.021542126035666756
0.0095773999928496,0.0060585000028368,0.0085838999999907,0.0078981999999996
0.0087113000045064,0.0060312999994494,0.0097194999999885,0.0074594999999995
0.0081375000008847,0.0072356000018771,0.0089602000000184,0.0080244999999976
0.0078836000029696,0.0064211999997496,0.0087838999999974,0.0078007999999982
0.0073821999976644,0.006356699988828,0.0092021000000102,0.0076505000000004
0.0143307809869828,0.0143318583526039,0.0484525745835945,0.0180920745970689
0.0785409228287984,0.0077815146132547,0.044388757291079,0.0201990533147108
0.0227545713823172,0.0203485512404845,0.0442992031183031,0.0192469357838414
0.0661079883589941,0.0177799512781508,0.0554569920592861,0.0186760556667886
0.0540912867791164,0.0131970585138175,0.0444314394349435,0.0113447163647368
0.0236870670927195,0.0064364221698472,0.0426698704164447,0.0173996261845349
0.0473693901659847,0.0184298094955695,0.0373819208317191,0.018549663719062
0.0266756389631913,0.0130087351385102,0.0473726981046037,0.0195515914927137
0.0615060129057273,0.0113252594206603,0.0433851217044191,0.0147784818600413
0.0257227050713022,0.005056372742933,0.047820318101694,0.0163580758164442
0.051514384766515,0.0186497604347714,0.039156029138951,0.0151474188301286
0.0235669135285326,0.0132897973831027,0.0504658747507593,0.0160201391610457
0.0175640380345807,0.0138245203188551,0.0407409847694087,0.0182732294197394
0.0152329901913279,0.0180539167010777,0.0432123791269975,0.0201666410617868
0.014225301657006,0.0094878574303582,0.0532519165040481,0.0266373226935851
0.0422901909373213,0.0176163453426895,0.0497491983509129,0.0178068773436115
0.0439630454234135,0.0171091338732631,0.0482482446254911,0.0200255835204316
0.0071221836843373,0.0095524190279955,0.0468669865234179,0.014360652362752
0.0331060729116477,0.005412377060237,0.0482520867194392,0.0180529320202029
0.032044435685748,0.0077635973624161,0.0465460266096891,0.0206284407201408
0.055959470332171,0.0133036904199243,0.0410368453105559,0.0205545871900639
0.0273150621633144,0.0098811385224363,0.0424121844475415,0.0111295164691653
0.0173171143030516,0.0127738781904647,0.0378698419238853,0.0168470116781525
0.020080429343013,0.0158155769903702,0.0441352916274471,0.0158766734088058
0.0183432528937194,0.0145578204790384,0.0455742138102121,0.0142154164924322
0.0112419384677053,0.0208581072527843,0.049825612937067,0.0212217595622009
0.045554922082364,0.0102935341913385,0.0465276361579019,0.0242641798090506
0.0401029392187466,0.0120001188842877,0.0455753541640567,0.0141582994096854
0.0354291857513043,0.0170300212556413,0.0521170436118493,0.0195788674491739
0.0411759927108898,0.011484448162649,0.0468790286170916,0.0194476659227337
0.0231133684763629,0.0158587610091216,0.0459549814451902,0.017077591320866
0.0457905018042005,0.012620682151225,0.049608486877016,0.0197774460285176
0.087332648663181,0.0109265052513186,0.0402748883837945,0.0175676383897081
0.0646530088899991,0.0137096584248339,0.0439153509574419,0.0191307131600528
0.0153491739311304,0.011463745712187,0.0552516338975138,0.0170871821498596
0.0261511362185748,0.0187756182074448,0.0449415629899213,0.0161252740212918
0.1066805588004952,0.0161720492903782,0.0461997986718305,0.0189393331502662
0.0616576936780114,0.0180392328486285,0.0441664632229702,0.0130551406167832
0.0319573936172805,0.0109067010811152,0.0460732795234441,0.0135293725034236
0.0780743614195964,0.0035113241318045,0.0442266394644052,0.0145088653059897
0.0464059448929147,0.0170566424080375,0.0452441488753154,0.021818033592571
0.0532667392268426,0.0136899029283177,0.0476086904290651,0.0157181372017853
0.0464379613553722,0.0198375331711364,0.0529264859422488,0.0201735876716507
0.0176519015921847,0.0081812570136626,0.0430419470186097,0.0196026443981066
0.0063870325630568,0.0204777599837958,0.0499157865177411,0.0200937856361628
0.0278072951225828,0.012454140041764,0.0459155884122332,0.0160751203151696
0.0396106808856479,0.0123974785833984,0.0448961630678678,0.0182717382431853
0.0186093438485716,0.0107725090532045,0.0404059194643594,0.0164679356035006
0.0466285480239111,0.0154613758174029,0.0497169060552592,0.0173624608280275
0.0340132009410403,0.0149776022704,0.0461427924356635,0.0197661296256061
0.021391641859277,0.0144924018411025,0.0396032745605335,0.0156896013956833
0.0011304786821151,0.0089047787264651,0.044992097738953,0.0123820427161141
0.0105663608549585,0.0117295300420521,0.0376903898332668,0.0171640832074897
0.0273236664039952,0.0182053750718346,0.0485900188598417,0.014589254705929
0.036212466299553,0.015261152553136,0.0450771968235576,0.019185116188923
0.0260425156355612,0.0152613583834678,0.0459276759069536,0.0177248894389382
0.0034060691804013,0.0132477422254565,0.0452769105754699,0.0217255554996668
0.0630743198072883,0.0195997509589936,0.0564289702442191,0.0105191352229894
0.033466348513191,0.0005137294369821,0.03693561240205,0.0168726519646643
0.0637029534221837,0.0225381053391921,0.0362555732668976,0.0157719183591432
