worker_0,worker_1,worker_2,worker_3
0.009577399992849678,0.00605850000283681,0.00858389999999076,0.00789819999999963
0.008711300004506484,0.0060312999994494,0.00971949999998856,0.00745949999999951
0.008137500000884756,0.00723560000187717,0.0089602000000184,0.00802449999999766
0.007883600002969615,0.00642119999974966,0.0087838999999974,0.00780079999999828
0.007382199997664429,0.00635669998882804,0.0092021000000102,0.00765050000000045
